,positive,negative,positive_percent,negative_percent,total_calls,term_frequency,idf
tribut,168.0,92.0,0.6461538461538462,0.3538461538461538,260.0,0.0052,6.18144361487654
trick,275.0,279.0,0.4963898916967509,0.5036101083032491,554.0,0.01108,5.419540838901464
trilog,171.0,105.0,0.6195652173913043,0.3804347826086957,276.0,0.00552,6.04835716108027
trip,481.0,369.0,0.5658823529411765,0.4341176470588235,850.0,0.017,4.9760483352040605
trite,56.0,200.0,0.21875,0.78125,256.0,0.00512,6.259116653194758
troubl,673.0,576.0,0.5388310648518815,0.4611689351481185,1249.0,0.02498,4.607503815709945
truck,95.0,169.0,0.35984848484848486,0.6401515151515151,264.0,0.00528,5.98498754714768
true,2068.0,1278.0,0.6180514046622834,0.38194859533771663,3346.0,0.06692,3.5652694022705416
true stori,281.0,121.0,0.6990049751243781,0.3009950248756219,402.0,0.00804,5.73757937383384
truli,1535.0,1138.0,0.5742611298166854,0.4257388701833146,2673.0,0.05346,3.801831580716687
trust,337.0,324.0,0.5098335854765507,0.49016641452344933,661.0,0.01322,5.275886438645494
truth,692.0,461.0,0.6001734605377277,0.3998265394622723,1153.0,0.02306,4.622362930113695
tune,322.0,240.0,0.5729537366548043,0.4270462633451957,562.0,0.01124,5.4178810874831
turkey,64.0,305.0,0.17344173441734417,0.8265582655826558,369.0,0.00738,5.8134451246085534
tv,1612.0,1789.0,0.4739782416936195,0.5260217583063804,3401.0,0.06802,3.4485561482783527
tv movi,187.0,296.0,0.38716356107660455,0.6128364389233955,483.0,0.00966,5.51352299726227
tv seri,231.0,163.0,0.5862944162436549,0.41370558375634514,394.0,0.00788,5.6734690265413885
twice,347.0,324.0,0.5171385991058122,0.48286140089418783,671.0,0.01342,5.270147541976476
twin,121.0,129.0,0.484,0.516,250.0,0.005,6.067225645384653
twist,1072.0,823.0,0.5656992084432718,0.4343007915567282,1895.0,0.0379,4.137776773383411
twist turn,177.0,64.0,0.7344398340248963,0.2655601659751037,241.0,0.00482,6.294345345078502
two,238.0,291.0,0.4499054820415879,0.550094517958412,529.0,0.01058,5.499029989959704
type,1037.0,1012.0,0.5061005368472425,0.49389946315275746,2049.0,0.04098,4.07522847485579
type movi,125.0,139.0,0.4734848484848485,0.5265151515151515,264.0,0.00528,6.210326489025326
typic,809.0,644.0,0.5567790777701308,0.4432209222298692,1453.0,0.02906,4.441414571213571
ugli,177.0,388.0,0.31327433628318585,0.6867256637168142,565.0,0.0113,5.364599720870164
uk,177.0,150.0,0.5412844036697247,0.45871559633027525,327.0,0.00654,5.879627031489854
ultim,701.0,534.0,0.5676113360323887,0.43238866396761133,1235.0,0.0247,4.617137087687048
ultra,99.0,140.0,0.41422594142259417,0.5857740585774058,239.0,0.00478,6.274620839730724
un,97.0,146.0,0.3991769547325103,0.6008230452674896,243.0,0.00486,6.240068458224063
unabl,208.0,232.0,0.4727272727272727,0.5272727272727273,440.0,0.0088,5.677760878622929
unbeliev,235.0,673.0,0.2588105726872247,0.7411894273127753,908.0,0.01816,4.94870698959974
uncl,204.0,135.0,0.6017699115044248,0.3982300884955752,339.0,0.00678,5.72622851416515
uncomfort,134.0,141.0,0.48727272727272725,0.5127272727272727,275.0,0.0055,6.15683780407434
unconvinc,51.0,266.0,0.1608832807570978,0.8391167192429022,317.0,0.00634,6.014663315293797
underground,148.0,138.0,0.5174825174825175,0.4825174825174825,286.0,0.00572,6.0452467386658775
underr,357.0,58.0,0.8602409638554217,0.1397590361445783,415.0,0.0083,5.739865089114696
understand,1573.0,1552.0,0.50336,0.49663999999999997,3125.0,0.0625,3.6181380934016056
understood,193.0,132.0,0.5938461538461538,0.4061538461538462,325.0,0.0065,5.996752388727267
unexpect,333.0,102.0,0.7655172413793103,0.23448275862068968,435.0,0.0087,5.690748074149741
unfold,323.0,118.0,0.7324263038548753,0.2675736961451247,441.0,0.00882,5.684233393128547
unforgett,239.0,38.0,0.8628158844765343,0.13718411552346566,277.0,0.00554,6.174351386567048
unfortun,875.0,1639.0,0.34805091487669054,0.6519490851233094,2514.0,0.05028,3.9000785232857114
unfunni,35.0,349.0,0.09114583333333333,0.9088541666666666,384.0,0.00768,5.746753750109881
uninspir,35.0,279.0,0.11146496815286625,0.8885350318471338,314.0,0.00628,6.04835716108027
unintent,69.0,345.0,0.16666666666666666,0.8333333333333334,414.0,0.00828,5.744452253121602
uninterest,42.0,292.0,0.12574850299401197,0.874251497005988,334.0,0.00668,5.9675958044358115
union,130.0,73.0,0.6403940886699507,0.35960591133004927,203.0,0.00406,6.274620839730724
uniqu,824.0,289.0,0.7403414195867026,0.25965858041329737,1113.0,0.02226,4.7230769057155255
unit,350.0,221.0,0.6129597197898424,0.3870402802101576,571.0,0.01142,5.3598938298327505
unit state,165.0,87.0,0.6547619047619048,0.34523809523809523,252.0,0.00504,6.213996217914288
univers,439.0,347.0,0.5585241730279898,0.44147582697201015,786.0,0.01572,4.969672118064786
unknown,301.0,241.0,0.5553505535055351,0.4446494464944649,542.0,0.01084,5.448186436978429
unless,260.0,1007.0,0.2052091554853986,0.7947908445146015,1267.0,0.02534,4.64507397437391
unlik,870.0,696.0,0.5555555555555556,0.4444444444444444,1566.0,0.03132,4.3974245832234615
unnecessari,150.0,343.0,0.30425963488843816,0.6957403651115619,493.0,0.00986,5.567894401044397
unrealist,126.0,315.0,0.2857142857142857,0.7142857142857143,441.0,0.00882,5.667065589506182
unusu,412.0,173.0,0.7042735042735043,0.2957264957264957,585.0,0.0117,5.375667027509845
up,1003.0,1076.0,0.48244348244348245,0.5175565175565175,2079.0,0.04158,4.064459471363785
upper,146.0,106.0,0.5793650793650794,0.4206349206349206,252.0,0.00504,6.210326489025326
upset,170.0,190.0,0.4722222222222222,0.5277777777777778,360.0,0.0072,5.892872258239875
urban,186.0,99.0,0.6526315789473685,0.34736842105263155,285.0,0.0057,6.014663315293797
urg,133.0,119.0,0.5277777777777778,0.4722222222222222,252.0,0.00504,6.262970222510748
usa,170.0,115.0,0.5964912280701754,0.4035087719298246,285.0,0.0057,6.04835716108027
useless,54.0,206.0,0.2076923076923077,0.7923076923076923,260.0,0.0052,6.192177170519649
user,116.0,143.0,0.44787644787644787,0.5521235521235521,259.0,0.00518,6.167309103941635
usual,1487.0,1457.0,0.5050951086956522,0.4949048913043478,2944.0,0.05888,3.7129822452632335
utter,138.0,407.0,0.25321100917431194,0.7467889908256881,545.0,0.0109,5.453327836478848
utterli,242.0,501.0,0.32570659488559894,0.6742934051144011,743.0,0.01486,5.1439750625754375
vacat,130.0,138.0,0.48507462686567165,0.5149253731343284,268.0,0.00536,6.092950536623088
vagu,129.0,227.0,0.36235955056179775,0.6376404494382022,356.0,0.00712,5.876998909083585
valu,706.0,950.0,0.42632850241545894,0.5736714975845411,1656.0,0.03312,4.32425634032603
vampir,132.0,170.0,0.4370860927152318,0.5629139072847682,302.0,0.00604,5.4178810874831
van,224.0,308.0,0.42105263157894735,0.5789473684210527,532.0,0.01064,5.241936926489239
vari,140.0,107.0,0.5668016194331984,0.4331983805668016,247.0,0.00494,6.282464017191749
varieti,220.0,158.0,0.582010582010582,0.417989417989418,378.0,0.00756,5.845988672341025
variou,538.0,469.0,0.5342601787487586,0.46573982125124136,1007.0,0.02014,4.813103057373246
ve got,209.0,297.0,0.41304347826086957,0.5869565217391304,506.0,0.01012,5.52268896427635
ve heard,143.0,198.0,0.41935483870967744,0.5806451612903225,341.0,0.00682,5.9533302272769895
ve read,147.0,139.0,0.513986013986014,0.48601398601398604,286.0,0.00572,6.136218516871605
ve seen,1454.0,1701.0,0.4608557844690967,0.5391442155309033,3155.0,0.0631,3.6266745626982186
ve watch,177.0,138.0,0.5619047619047619,0.4380952380952381,315.0,0.0063,6.026784675826142
vehicl,187.0,266.0,0.41280353200883,0.58719646799117,453.0,0.00906,5.633589660309792
version,1095.0,1106.0,0.4975011358473421,0.5024988641526579,2201.0,0.04402,3.817438737957578
veteran,254.0,175.0,0.5920745920745921,0.4079254079254079,429.0,0.00858,5.6734690265413885
vh,333.0,148.0,0.6923076923076923,0.3076923076923077,481.0,0.00962,5.554497071472576
victim,459.0,635.0,0.4195612431444241,0.5804387568555759,1094.0,0.02188,4.65121838694625
victor,153.0,65.0,0.7018348623853211,0.2981651376146789,218.0,0.00436,6.217679463330585
video,971.0,1338.0,0.42052836725855347,0.5794716327414465,2309.0,0.04618,3.8566862252309964
video store,137.0,213.0,0.3914285714285714,0.6085714285714285,350.0,0.007,5.917164950808919
vietnam,105.0,94.0,0.5276381909547738,0.4723618090452262,199.0,0.00398,6.1993974184931355
view,1922.0,1279.0,0.6004373633239612,0.39956263667603875,3201.0,0.06402,3.6026296884442157
viewer,1481.0,1321.0,0.5285510349750179,0.4714489650249821,2802.0,0.05604,3.722980813637967
villag,215.0,167.0,0.56282722513089,0.43717277486911,382.0,0.00764,5.637713377493654
villain,536.0,565.0,0.4868301544050863,0.5131698455949136,1101.0,0.02202,4.592135785481631
vincent,133.0,94.0,0.5859030837004405,0.41409691629955947,227.0,0.00454,6.203027186543714
violenc,736.0,634.0,0.5372262773722628,0.4627737226277372,1370.0,0.0274,4.418567019797271
violent,447.0,408.0,0.5228070175438596,0.4771929824561404,855.0,0.0171,4.958086943729556
virgin,85.0,123.0,0.40865384615384615,0.5913461538461539,208.0,0.00416,6.225086904608447
virtual,199.0,272.0,0.42250530785562634,0.5774946921443737,471.0,0.00942,5.581473659170778
vision,330.0,200.0,0.6226415094339622,0.37735849056603776,530.0,0.0106,5.407980016500389
visit,469.0,335.0,0.5833333333333334,0.41666666666666663,804.0,0.01608,5.045574397852671
visual,876.0,553.0,0.6130160951714486,0.3869839048285514,1429.0,0.02858,4.3837704678584375
voic,869.0,750.0,0.5367510809141446,0.4632489190858554,1619.0,0.03238,4.224913896993766
vote,305.0,340.0,0.4728682170542636,0.5271317829457365,645.0,0.0129,5.248915321870701
wait,1009.0,1183.0,0.4603102189781022,0.5396897810218978,2192.0,0.04384,4.0208649741690685
wake,215.0,224.0,0.489749430523918,0.5102505694760819,439.0,0.00878,5.686400241213637
walk,743.0,1216.0,0.37927514037774374,0.6207248596222563,1959.0,0.03918,4.098449671592336
wall,316.0,368.0,0.4619883040935672,0.5380116959064327,684.0,0.01368,5.173407769362556
walter,222.0,86.0,0.7207792207792207,0.27922077922077926,308.0,0.00616,5.9281540723845145
wan,94.0,153.0,0.3805668016194332,0.6194331983805668,247.0,0.00494,6.15683780407434
wander,133.0,272.0,0.32839506172839505,0.671604938271605,405.0,0.0081,5.72622851416515
want know,150.0,168.0,0.4716981132075472,0.5283018867924528,318.0,0.00636,6.026784675826142
want make,95.0,201.0,0.32094594594594594,0.6790540540540541,296.0,0.00592,6.102770582804064
want movi,113.0,162.0,0.4109090909090909,0.5890909090909091,275.0,0.0055,6.188586502388921
want watch,156.0,272.0,0.3644859813084112,0.6355140186915889,428.0,0.00856,5.7127753964680315
war,1074.0,761.0,0.5852861035422343,0.4147138964577657,1835.0,0.0367,3.861571091887974
warm,398.0,148.0,0.7289377289377289,0.2710622710622711,546.0,0.01092,5.426207530259654
warn,409.0,716.0,0.3635555555555556,0.6364444444444444,1125.0,0.0225,4.700972035148208
warner,156.0,80.0,0.6610169491525424,0.3389830508474576,236.0,0.00472,6.146475017038793
warrior,86.0,124.0,0.4095238095238095,0.5904761904761905,210.0,0.0042,6.2066701778222155
wash,120.0,157.0,0.4332129963898917,0.5667870036101084,277.0,0.00554,6.143044481942004
washington,119.0,123.0,0.49173553719008267,0.5082644628099173,242.0,0.00484,6.0767950964008035
wast,336.0,2944.0,0.1024390243902439,0.8975609756097561,3280.0,0.0656,3.585764076518245
wast money,15.0,299.0,0.04777070063694268,0.9522292993630573,314.0,0.00628,6.039054768417956
wast time,95.0,1505.0,0.059375,0.940625,1600.0,0.032,4.379064576821024
watch film,690.0,755.0,0.47750865051903113,0.5224913494809689,1445.0,0.0289,4.462242083299932
watch movi,1058.0,1478.0,0.41719242902208203,0.5828075709779179,2536.0,0.05072,3.876725566932353
watch time,248.0,98.0,0.7167630057803468,0.2832369942196532,346.0,0.00692,5.964726362007859
watchabl,164.0,382.0,0.30036630036630035,0.6996336996336996,546.0,0.01092,5.475917850083955
water,468.0,463.0,0.5026852846401718,0.4973147153598282,931.0,0.01862,4.771411875488403
wave,181.0,155.0,0.5386904761904762,0.46130952380952384,336.0,0.00672,5.848536444419823
way film,193.0,172.0,0.5287671232876713,0.4712328767123287,365.0,0.0073,5.892872258239875
way movi,129.0,189.0,0.4056603773584906,0.5943396226415094,318.0,0.00636,6.035973101880548
wayn,137.0,86.0,0.6143497757847534,0.38565022421524664,223.0,0.00446,6.080005372031051
weak,509.0,846.0,0.3756457564575646,0.6243542435424354,1355.0,0.0271,4.498609727470807
wealthi,161.0,120.0,0.5729537366548043,0.4270462633451957,281.0,0.00562,6.136218516871605
weapon,197.0,263.0,0.4282608695652174,0.5717391304347825,460.0,0.0092,5.520849037354343
wear,420.0,673.0,0.38426349496797807,0.6157365050320219,1093.0,0.02186,4.7214226456195
wed,210.0,162.0,0.5645161290322581,0.4354838709677419,372.0,0.00744,5.723973721778061
week,567.0,488.0,0.5374407582938389,0.46255924170616114,1055.0,0.0211,4.737249714854986
weekend,142.0,184.0,0.43558282208588955,0.5644171779141105,326.0,0.00652,5.950501371076512
weight,137.0,141.0,0.49280575539568344,0.5071942446043165,278.0,0.00556,6.126066145407586
weird,429.0,604.0,0.41529525653436594,0.5847047434656341,1033.0,0.02066,4.749074176950009
wel,153.0,157.0,0.4935483870967742,0.5064516129032258,310.0,0.0062,6.060896510333005
welcom,261.0,172.0,0.6027713625866051,0.39722863741339487,433.0,0.00866,5.7127753964680315
well,1256.0,703.0,0.6411434405308831,0.3588565594691169,1959.0,0.03918,4.099780343778042
went,1123.0,1428.0,0.44021952175617407,0.5597804782438259,2551.0,0.05102,3.897899873186489
west,369.0,260.0,0.5866454689984102,0.4133545310015898,629.0,0.01258,5.198392632446151
western,423.0,337.0,0.5565789473684211,0.44342105263157894,760.0,0.0152,4.806782494570656
what,499.0,641.0,0.437719298245614,0.562280701754386,1140.0,0.0228,4.730555129182772
whatsoev,94.0,472.0,0.16607773851590105,0.833922261484099,566.0,0.01132,5.4379822668041875
when,259.0,216.0,0.5452631578947369,0.4547368421052631,475.0,0.0095,5.613222357485358
whil,214.0,143.0,0.5994397759103641,0.4005602240896359,357.0,0.00714,5.895542486795754
whilst,212.0,193.0,0.5234567901234568,0.4765432098765432,405.0,0.0081,5.646012180308349
white,931.0,789.0,0.5412790697674419,0.4587209302325581,1720.0,0.0344,4.156860433748751
wide,379.0,245.0,0.6073717948717948,0.3926282051282052,624.0,0.01248,5.329074749707779
widow,162.0,102.0,0.6136363636363636,0.38636363636363635,264.0,0.00528,6.109371266835416
wife,1301.0,973.0,0.5721196130167107,0.42788038698328934,2274.0,0.04548,3.8275296409395407
wild,391.0,267.0,0.5942249240121581,0.4057750759878419,658.0,0.01316,5.166935254856939
will,361.0,309.0,0.5388059701492537,0.4611940298507463,670.0,0.0134,5.244722443610666
willi,121.0,84.0,0.5902439024390244,0.40975609756097564,205.0,0.0041,6.17082404604908
william,686.0,436.0,0.6114081996434938,0.3885918003565062,1122.0,0.02244,4.587065148032671
wilson,126.0,83.0,0.6028708133971292,0.3971291866028708,209.0,0.00418,6.174351386567048
win,848.0,551.0,0.6061472480343102,0.3938527519656898,1399.0,0.02798,4.453353135882686
wind,337.0,349.0,0.4912536443148688,0.5087463556851313,686.0,0.01372,5.17731148284303
window,250.0,310.0,0.44642857142857145,0.5535714285714286,560.0,0.0112,5.394929260304898
wing,143.0,132.0,0.52,0.48,275.0,0.0055,6.070405298302032
winner,256.0,137.0,0.6513994910941476,0.34860050890585237,393.0,0.00786,5.756013075522677
winter,174.0,72.0,0.7073170731707317,0.29268292682926833,246.0,0.00492,6.136218516871605
wise,326.0,228.0,0.5884476534296029,0.4115523465703971,554.0,0.01108,5.4413721005586995
wish,1055.0,1012.0,0.5104015481373972,0.48959845186260276,2067.0,0.04134,4.083927964257719
wit,676.0,548.0,0.5522875816993464,0.44771241830065356,1224.0,0.02448,4.625361433109951
witch,157.0,230.0,0.40568475452196384,0.5943152454780362,387.0,0.00774,5.6031921831254206
with,256.0,254.0,0.5019607843137255,0.4980392156862745,510.0,0.0102,5.560216820145363
witti,336.0,166.0,0.6693227091633466,0.3306772908366534,502.0,0.01004,5.560216820145363
wo,1056.0,1005.0,0.512372634643377,0.487627365356623,2061.0,0.04122,4.110489950824417
wolf,87.0,103.0,0.45789473684210524,0.5421052631578948,190.0,0.0038,6.2514537804491885
wood,270.0,487.0,0.35667107001321,0.6433289299867899,757.0,0.01514,4.959134612762
wooden,96.0,496.0,0.16216216216216217,0.8378378378378378,592.0,0.01184,5.388467202276807
word,1327.0,1510.0,0.46774762072611914,0.5322523792738809,2837.0,0.05674,3.7429722529114775
work film,126.0,141.0,0.47191011235955055,0.5280898876404494,267.0,0.00534,6.2066701778222155
worker,149.0,119.0,0.5559701492537313,0.44402985074626866,268.0,0.00536,6.096213182257905
world war,286.0,132.0,0.6842105263157895,0.3157894736842105,418.0,0.00836,5.6522817933219445
worri,292.0,296.0,0.4965986394557823,0.5034013605442177,588.0,0.01176,5.386858191471107
wors,397.0,1804.0,0.18037255792821444,0.8196274420717855,2201.0,0.04402,3.9977542760246667
worst,383.0,3343.0,0.10279119699409554,0.8972088030059044,3726.0,0.07452,3.422740894034029
worst film,18.0,563.0,0.03098106712564544,0.9690189328743546,581.0,0.01162,5.3981760164037675
worst movi,26.0,1018.0,0.02490421455938697,0.975095785440613,1044.0,0.02088,4.811293102128006
worst movi seen,4.0,315.0,0.012539184952978056,0.987460815047022,319.0,0.00638,6.0298381133130325
worth,2124.0,1808.0,0.5401831129196337,0.4598168870803663,3932.0,0.07864,3.4569224531784055
worth see,317.0,157.0,0.6687763713080169,0.3312236286919831,474.0,0.00948,5.639781630557713
worth time,105.0,146.0,0.41832669322709165,0.5816733067729083,251.0,0.00502,6.290369196698863
worth watch,501.0,410.0,0.5499451152579583,0.4500548847420417,911.0,0.01822,4.966499191024207
worthi,365.0,337.0,0.51994301994302,0.48005698005698005,702.0,0.01404,5.224017770248974
worthwhil,163.0,204.0,0.444141689373297,0.555858310626703,367.0,0.00734,5.887553096762275
wound,219.0,200.0,0.522673031026253,0.47732696897374705,419.0,0.00838,5.690748074149741
wow,273.0,456.0,0.37448559670781895,0.6255144032921811,729.0,0.01458,5.1439750625754375
wrap,225.0,180.0,0.5555555555555556,0.4444444444444444,405.0,0.0081,5.777165450527904
wreck,88.0,220.0,0.2857142857142857,0.7142857142857143,308.0,0.00616,6.04214596098763
writ,109.0,154.0,0.4144486692015209,0.5855513307984791,263.0,0.00526,6.185008681041036
write,1176.0,1842.0,0.38966202783300197,0.610337972166998,3018.0,0.06036,3.6727995868202936
writer,1036.0,1435.0,0.4192634560906516,0.5807365439093484,2471.0,0.04942,3.8749515732082895
writer director,260.0,336.0,0.436241610738255,0.563758389261745,596.0,0.01192,5.393309826752595
written,1263.0,1358.0,0.48187714612743227,0.5181228538725677,2621.0,0.05242,3.8661285055604884
wrong,1128.0,1708.0,0.39774330042313116,0.6022566995768688,2836.0,0.05672,3.7448379250944273
